End_Time,Artist,Track,Playlist,Miliseconds_Played,
11/29/21 16:12,Dane Amar,Green Tea & Honey,#N/A,159196,
11/29/21 16:15,Ne-Yo,Because Of You,mm2,149025,
11/29/21 16:19,Landy Wen,夏日の風,#N/A,225744,
11/29/21 16:21,KATIE,Thinkin Bout You,mm1,151456,
11/29/21 21:51,salem ilese,Mad at Disney,mm3,55008,
11/29/21 21:55,Tiësto,Secrets,mm3,250946,
11/29/21 21:58,Loco,It Takes Time,#N/A,173757,
11/29/21 22:00,salem ilese,Mad at Disney,mm3,106208,
11/29/21 22:03,salem ilese,Mad at Disney,mm3,106015,
11/29/21 23:24,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,12770,
11/29/21 23:27,salem ilese,Mad at Disney,mm3,136838,
11/29/21 23:31,Standing Egg,If You Comeback,#N/A,269573,
11/29/21 23:36,Christian Kuria,Too Good,#N/A,277500,
11/29/21 23:40,Daul,For Us,#N/A,219000,
11/29/21 23:42,Henry,JUST BE ME,#N/A,120828,
11/29/21 23:46,Park Shin Hye,Story,mm2,275133,
11/29/21 23:50,Raisa,Someday (feat. Sam Kim),#N/A,250016,
11/29/21 23:51,Daniel Powter,Free Loop,#N/A,27158,
11/29/21 23:54,尹露浠,7710,#N/A,194545,
11/29/21 23:58,Zeauxi,July on Film,#N/A,215379,
11/30/21 0:01,Vincent Fable,Get Lost,#N/A,194860,
11/30/21 0:04,Pavy,Soft Lips,madeline is fucking fabulous,167183,
11/30/21 0:07,Sophia Kao,For You,#N/A,192538,
11/30/21 0:10,Rain,It′s Raining,#N/A,202112,
11/30/21 0:13,Rain,30 SEXY,mm1,153502,
11/30/21 2:07,OuiOui,Thinkin' bout you,#N/A,216360,
11/30/21 2:10,keshi,right here,mm1,195093,
11/30/21 2:11,DIA,안녕 Goodbye,#N/A,33178,
11/30/21 2:15,颜人中,有些,#N/A,229523,
11/30/21 2:17,JAMIE,Begin Again Open MIC EPISODE. 7 - Imagine,#N/A,109901,
11/30/21 2:19,Janice Vidal,一格格,#N/A,160832,
11/30/21 2:23,J.cob,Sugar,#N/A,234048,
11/30/21 2:27,Elaine,1 to 2,#N/A,218018,
11/30/21 2:30,B.I,Lost At Sea (Illa Illa 2),#N/A,205544,
11/30/21 2:34,LINION,Oh Girl,#N/A,225565,
11/30/21 2:37,suggi,Thank You,#N/A,186666,
11/30/21 2:40,KAHOH,Rendezvous,#N/A,203455,
11/30/21 2:45,asobi,Empty Room for Two,#N/A,286882,
11/30/21 2:51,발라드가수들,기억을 걷는 시간,#N/A,312764,
11/30/21 2:54,回春丹,初恋,#N/A,222315,
11/30/21 2:58,J.R.a.,By Chance (You and I) (Acoustic Version),#N/A,255477,
11/30/21 3:02,SURAN,Love Story,#N/A,220758,
11/30/21 3:05,Kelsey Kuan,Summer Cologne,#N/A,189560,
11/30/21 3:08,lewloh,Serendipity,#N/A,166310,
11/30/21 3:11,Kim!,Care 4 U,#N/A,176170,
11/30/21 3:14,Jamie Lancaster,The Promise,#N/A,157786,
11/30/21 3:17,Sung Si Kyung,And we go,#N/A,197773,
11/30/21 3:21,PARADISE RISING,Kaori,#N/A,244033,
11/30/21 3:24,REBENN,Questions,#N/A,202985,
11/30/21 3:27,CLAUDIA,bad together,#N/A,170909,
11/30/21 3:31,Clemont,Sunset,#N/A,245530,
11/30/21 3:35,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 3:40,Airinna Namara,Hate That I Still Think About You,#N/A,246000,
11/30/21 3:43,Ramengvrl,Foreign,#N/A,222357,
11/30/21 3:46,Travis Garland,Put Down Your Phone,#N/A,177931,
11/30/21 3:50,OuiOui,Thinkin' bout you,#N/A,216360,
11/30/21 3:51,回春丹,初恋,#N/A,2794,
11/30/21 3:51,keshi,right here,mm1,80128,
11/30/21 3:55,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 3:57,OuiOui,Thinkin' bout you,#N/A,124671,
11/30/21 13:18,Get Started,Tuesday's Headlines,#N/A,1091733,
11/30/21 13:28,Get Started,Tuesday's Headlines,#N/A,509845,
11/30/21 14:35,GIRIBOY,Let's Not Love Each Other,mm2,213317,
11/30/21 14:39,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 14:43,OuiOui,Thinkin' bout you,#N/A,216360,
11/30/21 14:45,salem ilese,Mad at Disney,mm3,136838,
11/30/21 14:49,Standing Egg,If You Comeback,#N/A,219458,
11/30/21 14:53,Loco,It Takes Time,#N/A,4762,
11/30/21 14:53,Tiësto,Secrets,mm3,250946,
11/30/21 14:56,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,12306,
11/30/21 14:56,slchld,say what's on your mind,mm1,169319,
11/30/21 14:58,SANNI,November Rain,mm3,90232,
11/30/21 15:01,Park Shin Hye,Story,mm2,1253,
11/30/21 15:01,Tiësto,Secrets,mm3,162168,
11/30/21 15:04,Tiësto,Secrets,mm3,189869,
11/30/21 15:06,Tiësto,The Business,mm2,164000,
11/30/21 15:08,Christian Kuria,Too Good,#N/A,64634,
11/30/21 15:10,Lil Ghost小鬼,Good Night,#N/A,157059,
11/30/21 15:13,WONWOO,Bittersweet (feat. LeeHi),mm3,174773,
11/30/21 15:16,Younha,Thirtieth Midnight (Romance 101 X YOUNHA),#N/A,4086,
11/30/21 15:16,KIM JAE HWAN,Vacance in September,mm2,173954,
11/30/21 15:20,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 15:22,OuiOui,Thinkin' bout you,#N/A,5489,
11/30/21 17:02,salem ilese,Mad at Disney,mm3,928,
11/30/21 17:05,OuiOui,Thinkin' bout you,#N/A,216360,
11/30/21 17:06,salem ilese,Mad at Disney,mm3,46431,
11/30/21 17:06,OuiOui,Thinkin' bout you,#N/A,2229,
11/30/21 17:09,OuiOui,Thinkin' bout you,#N/A,147632,
11/30/21 17:10,salem ilese,Mad at Disney,mm3,56749,
11/30/21 17:10,Standing Egg,Little Star,#N/A,1021,
11/30/21 17:15,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,289133,
11/30/21 19:36,Standing Egg,오래된 노래,#N/A,87480,
11/30/21 19:39,Vince Staples,ARE YOU WITH THAT?,#N/A,138410,
11/30/21 19:41,Vince Staples,ARE YOU WITH THAT?,#N/A,125964,
11/30/21 23:00,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 23:00,OuiOui,Thinkin' bout you,#N/A,6626,
11/30/21 23:02,OuiOui,Thinkin' bout you,#N/A,140968,
11/30/21 23:06,GIRIBOY,Let's Not Love Each Other,mm2,242999,
11/30/21 23:08,OuiOui,Thinkin' bout you,#N/A,79583,
11/30/21 23:12,Tiësto,Secrets,mm3,250946,
11/30/21 23:14,Loco,It Takes Time,#N/A,106279,
12/1/21 12:58,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 13:01,OuiOui,Thinkin' bout you,#N/A,139281,
12/1/21 13:03,salem ilese,Mad at Disney,mm3,115194,
12/1/21 13:07,Park Shin Hye,Story,mm2,244204,
12/1/21 13:10,Loco,It Takes Time,#N/A,168414,
12/1/21 13:12,Tiësto,Secrets,mm3,153437,
12/1/21 13:15,Tiësto,The Business,mm2,164000,
12/1/21 13:17,Tiësto,Secrets,mm3,159706,
12/1/21 13:18,Tiësto,The Business,mm2,1950,
12/1/21 13:20,slchld,say what's on your mind,mm1,130774,
12/1/21 13:22,Daniel Powter,Free Loop,#N/A,255,
12/1/21 13:22,Lil Ghost小鬼,Good Night,#N/A,147934,
12/1/21 13:23,WONWOO,Bittersweet (feat. LeeHi),mm3,63831,
12/1/21 13:25,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),#N/A,132841,
12/1/21 13:28,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,92577,
12/1/21 13:30,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,162052,
12/1/21 13:31,Akon,Lonely,#N/A,52871,
12/1/21 14:33,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 14:35,OuiOui,Thinkin' bout you,#N/A,124003,
12/1/21 14:36,salem ilese,Mad at Disney,mm3,81664,
12/1/21 14:39,Lil Ghost小鬼,Good Night,#N/A,177385,
12/1/21 14:39,7!!,オレンジ,#N/A,3996,
12/1/21 14:41,ATEEZ,Deja Vu,#N/A,117934,
12/1/21 14:44,余佳运,最好的都给你,mm3,206007,
12/1/21 14:47,Rain,지운 얼굴 (Familiar Face),#N/A,179815,
12/1/21 14:51,Afrojack,No Beef - Original Mix,#N/A,189986,
12/1/21 16:19,GIRIBOY,Let's Not Love Each Other,mm2,9552,
12/1/21 16:24,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 16:25,OuiOui,Thinkin' bout you,#N/A,73824,
12/1/21 16:27,Tiësto,Secrets,mm3,150488,
12/1/21 16:30,Tiësto,The Business,mm2,159428,
12/1/21 16:32,Lil Ghost小鬼,Good Night,#N/A,113754,
12/1/21 16:34,Kauai45,Just The Two of Us,mm1,107438,
12/1/21 16:37,OuiOui,You Know,#N/A,5619,
12/1/21 16:37,Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,#N/A,217965,
12/1/21 16:38,88rising,Lover Boy 88,#N/A,56261,
12/1/21 16:42,Wildberry,Polaroid,mm1,201340,
12/1/21 16:42,Fabolous,Ready,#N/A,2345,
12/1/21 16:44,Ellis G,Red Sippy Cup,#N/A,146819,
12/1/21 16:44,Ra.D,I'm in Love (Piano Remix),#N/A,3993,
12/1/21 16:44,kobasolo,BABY I LOVE U feat.竹内美宥,mm2,1880,
12/1/21 16:48,Emilee,i love you baby,madeline is fucking fabulous,212694,
12/1/21 16:51,slchld,say what's on your mind,mm1,173740,
12/1/21 16:52,h3R3,他只是經過,#N/A,1277,
12/1/21 16:52,Glenn Lumanta,Just Saying,#N/A,1996,
12/1/21 16:52,Sonder,Nobody But You,#N/A,61929,
12/1/21 16:55,David Tao,天天,#N/A,140992,
12/1/21 17:43,OuiOui,Thinkin' bout you,#N/A,174590,
12/1/21 17:47,OuiOui,Thinkin' bout you,#N/A,197741,
12/1/21 18:14,OuiOui,Thinkin' bout you,#N/A,216360,
12/1/21 18:16,salem ilese,Mad at Disney,mm3,136838,
12/1/21 19:38,Standing Egg,If You Comeback,#N/A,214243,
12/1/21 19:42,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 19:44,OuiOui,Thinkin' bout you,#N/A,119753,
12/1/21 19:48,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 19:49,OuiOui,Thinkin' bout you,#N/A,35140,
12/1/21 19:50,Tiësto,Secrets,mm3,94389,
12/1/21 19:55,Park Shin Hye,Story,mm2,275133,
12/1/21 19:55,salem ilese,Mad at Disney,mm3,45266,
12/1/21 19:57,OuiOui,Thinkin' bout you,#N/A,105790,
12/1/21 20:36,keshi,always,#N/A,170597,
12/1/21 20:36,Sia,Cheap Thrills,#N/A,1160,
12/1/21 20:40,J_ust,Tryin' to forget you,madeline is fucking fabulous,219333,
12/1/21 20:41,J_ust,Sweety,#N/A,79448,
12/1/21 20:44,Young Cocoa,Manila,#N/A,151370,
12/1/21 20:45,Red Velvet,Psycho,#N/A,2670,
12/1/21 20:45,Gang Haein,Something In Your Eyes (Love Theme),#N/A,73073,
12/1/21 20:48,EXO,Growl,#N/A,153762,
12/1/21 20:49,demxntia,tonight,#N/A,52059,
12/1/21 20:50,Cosmic Boy,"Can I Love ? (feat. youra, Meego)",mm1,84288,
12/1/21 20:51,lo-1,Effortlessly,#N/A,76927,
12/1/21 20:51,Hyolyn,Good bye 안녕,mm1,1625,
12/1/21 20:51,가수연합,기억을 걷는 시간,#N/A,3274,
12/1/21 20:54,Ne-Yo,Because Of You,mm2,148421,
12/1/21 20:56,amin,See you,#N/A,2066,
12/1/21 20:56,KATIE,Thinkin Bout You,mm1,104234,
12/1/21 20:57,CLAUDIA,Bodies,#N/A,114242,
12/1/21 21:00,twocolors,Lovefool (feat. Pia Mia),#N/A,154319,
12/1/21 21:02,Troye Sivan,Strawberries & Cigarettes,mm3,136742,
12/1/21 21:06,Jessi,NUNU NANA,#N/A,195836,
12/1/21 21:10,Sarah Connor,Christmas In My Heart,mm2,288440,
12/1/21 21:13,G-DRAGON,Without You (Feat. ROSE),#N/A,177676,
12/1/21 22:25,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/1/21 22:26,OuiOui,Thinkin' bout you,#N/A,74892,
12/1/21 22:30,Tiësto,Secrets,mm3,250946,
12/1/21 22:31,Loco,It Takes Time,#N/A,8918,
12/1/21 22:33,Jinnie,who are you?,#N/A,170151,
12/1/21 22:35,Khalil Fong,愛愛愛,#N/A,120596,
12/1/21 22:38,sora.wav,best part,#N/A,178793,
12/1/21 22:41,Who R U?,Primary Insomnia,#N/A,181493,
12/1/21 22:47,Joker Xue,你还要我怎样,#N/A,310295,
12/1/21 22:51,Lena,SAY (feat. T.R.I),#N/A,13508,
12/1/21 22:51,Joker Xue,演員,#N/A,261249,
12/1/21 22:54,Joey Stamper,Can’t Take My Eyes off You,#N/A,192093,
12/1/21 23:10,NARSHA,I'm In Love (with 정성하),#N/A,207324,
12/1/21 23:13,J_ust,Tryin' to forget you,madeline is fucking fabulous,219333,
12/1/21 23:14,J_ust,Sweety,#N/A,19912,
12/1/21 23:19,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,#N/A,320165,
12/1/21 23:27,Hanin Dhiya,Where Is The Love (feat. NIve),#N/A,252867,
12/2/21 0:12,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/2/21 0:13,OuiOui,Thinkin' bout you,#N/A,74730,
12/2/21 0:15,LEEBADA,Blue Rose,#N/A,137903,
12/2/21 0:18,Bruno Mars,Leave The Door Open - Live,#N/A,144010,
12/2/21 0:21,Hyolyn,Good bye 안녕,mm1,209165,
12/2/21 0:23,keshi,beside you,#N/A,510,
12/2/21 0:23,WONHO,Ain't About You (feat. Kiiara),madeline is fucking fabulous,93646,
12/2/21 0:26,Wildberry,Polaroid,mm1,189730,
12/2/21 0:29,Ellis G,Red Sippy Cup,#N/A,160240,
12/2/21 0:30,CHEN,Best Luck,mm2,75882,
12/2/21 0:33,slchld,say what's on your mind,mm1,163654,
12/2/21 0:33,Marylou Villegas,Falling for You,#N/A,5456,
12/2/21 0:33,GIRIBOY,Just Kidding (Prod. by Zion.T),#N/A,1996,
12/2/21 0:33,Mirrr,นิโคติน,#N/A,10216,
12/2/21 0:34,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),mm2,90813,
12/2/21 0:36,FISHER,You Little Beauty,#N/A,123832,
12/2/21 0:36,Jessie Reyez,COFFIN (feat. Eminem),mm2,859,
12/2/21 0:40,Avila,Gangsta Walk - Remastered,mmpshh,213739,
12/2/21 0:43,Vanilla Acoustic,Just thinking about you,#N/A,182717,
12/2/21 0:44,JJ Lin,Always Online,#N/A,81850,
12/2/21 0:46,god,어머님께 To Mother,#N/A,107926,
12/2/21 0:48,Yo Lee,Until I Met You,#N/A,111153,
12/2/21 0:50,GJ,遠距離 - 《HIStory4-近距離愛上你》LINE TV插曲,#N/A,107578,
12/2/21 3:18,Olivia Rodrigo,good 4 u,#N/A,63914,
12/2/21 3:20,Olivia Rodrigo,drivers license,mm1,113888,
12/2/21 3:22,Olivia Rodrigo,deja vu,#N/A,116118,
12/2/21 3:32,WONHO,WHITE MIRACLE,mm3,38405,
12/2/21 3:32,ANAVITÓRIA,Pupila,#N/A,10797,
12/2/21 3:36,Troye Sivan,Strawberries & Cigarettes,mm3,201538,
12/2/21 3:39,Regard,You,#N/A,233386,
12/2/21 3:42,Lauv,i'm so tired...,#N/A,162586,
12/2/21 3:46,Troye Sivan,Angel Baby,#N/A,220779,
12/2/21 3:47,Troye Sivan,YOUTH,#N/A,76161,
12/2/21 3:49,Troye Sivan,Strawberries & Cigarettes,mm3,139505,
12/2/21 16:55,WONHO,WHITE MIRACLE,mm3,2922,
12/2/21 16:55,OuiOui,Thinkin' bout you,#N/A,149,
12/2/21 16:59,OuiOui,Thinkin' bout you,#N/A,216360,
12/2/21 17:01,salem ilese,Mad at Disney,mm3,136838,
12/2/21 17:05,Standing Egg,If You Comeback,#N/A,269573,
12/2/21 17:06,Christian Kuria,Too Good,#N/A,34010,
12/2/21 17:09,Joey Stamper,Can’t Take My Eyes off You,#N/A,192093,
12/2/21 17:13,NARSHA,I'm In Love (with 정성하),#N/A,241528,
12/2/21 17:17,Jay Chou,給我一首歌的時間,#N/A,251560,
12/2/21 17:20,slchld,maybe we need a break,#N/A,184833,
12/2/21 17:21,DEAN,What 2 Do,#N/A,55693,
12/2/21 17:25,J_ust,Tryin' to forget you,madeline is fucking fabulous,219333,
12/2/21 17:26,J_ust,Sweety,#N/A,82002,
12/2/21 17:27,MYMP,Say You Love Me,#N/A,928,
12/2/21 17:27,Young Cocoa,Manila,#N/A,2600,
12/2/21 17:28,EXO,Growl,#N/A,76950,
12/2/21 20:56,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/2/21 20:58,OuiOui,Thinkin' bout you,#N/A,88476,
12/2/21 21:04,Park Shin Hye,Story,mm2,139343,
12/2/21 23:50,GIRIBOY,Let's Not Love Each Other,mm2,119351,
12/2/21 23:51,Travis Garland,Put Down Your Phone,#N/A,8917,
12/2/21 23:52,Bruno Mars,Leave The Door Open,mm2,104789,
12/3/21 1:56,WONHO,WHITE MIRACLE,mm3,10170,
12/3/21 1:56,OuiOui,Thinkin' bout you,#N/A,88213,
12/3/21 1:59,Jessie Reyez,COFFIN (feat. Eminem),mm2,164768,
12/3/21 2:01,Vanilla Acoustic,Just thinking about you,#N/A,102608,
12/3/21 2:03,JJ Lin,Always Online,#N/A,165836,
12/3/21 2:03,god,어머님께 To Mother,#N/A,1811,
12/3/21 2:03,Yo Lee,Until I Met You,#N/A,1718,
12/3/21 2:06,GJ,遠距離 - 《HIStory4-近距離愛上你》LINE TV插曲,#N/A,158360,
12/3/21 2:52,박제형,Can`t Take My Eyes Off You,#N/A,136232,
12/3/21 2:55,Bruno Mars,Talking to the Moon,#N/A,202492,
12/3/21 13:30,WONHO,WHITE MIRACLE,mm3,91045,
12/3/21 13:33,王俊凱,心引力,#N/A,179141,
12/3/21 13:35,Joey Stamper,Can’t Take My Eyes off You,#N/A,102400,
12/3/21 13:37,BIGBANG,Haru Haru,#N/A,111571,
12/3/21 13:40,Troye Sivan,Strawberries & Cigarettes,mm3,201538,
12/3/21 13:41,Portugal. The Man,Tidal Wave,#N/A,92274,
12/3/21 13:42,Troye Sivan,Strawberries & Cigarettes,mm3,3900,
12/3/21 13:45,Troye Sivan,Angel Baby,#N/A,185527,
12/3/21 13:49,Tiësto,Secrets,mm3,250946,
12/3/21 13:52,slchld,say what's on your mind,mm1,173740,
12/3/21 13:53,Loco,It Takes Time,#N/A,812,
12/3/21 13:53,salem ilese,Mad at Disney,mm3,95299,
12/3/21 13:56,Tiësto,The Business,mm2,164000,
12/3/21 14:01,GIRIBOY,Let's Not Love Each Other,mm2,989,
12/3/21 14:46,WONHO,WHITE MIRACLE,mm3,1137,
12/3/21 14:49,GIRIBOY,Let's Not Love Each Other,mm2,148677,
12/3/21 14:53,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/3/21 14:54,OuiOui,Thinkin' bout you,#N/A,80279,
12/3/21 14:57,余佳运,最好的都给你,mm3,210349,
12/3/21 14:58,Troye Sivan,Angel Baby,#N/A,7894,
12/3/21 15:01,Queen Wei,聽見下雨的聲音,mm2,227485,
12/3/21 15:02,Sam Ock,One of a Kind,#N/A,441,
12/3/21 15:02,Hyolyn,I Choose To Love You,mm2,64412,
12/3/21 15:05,Diverseddie,Nomo,#N/A,835,
12/3/21 15:05,Ariana Grande,boyfriend (with Social House),#N/A,1787,
12/3/21 15:05,miss A,Bad Girl Good Girl,#N/A,1323,
12/3/21 15:05,Sam Ock,One of a Kind,#N/A,812,
12/3/21 15:05,Hyolyn,SEE SEA,mm2,167694,
12/3/21 15:09,Jay Chou,我不配,#N/A,242996,
12/3/21 15:11,Alexander 23,Girl,#N/A,48994,
12/3/21 16:11,J_ust,Soft,#N/A,237110,
12/3/21 16:14,J_ust,How's your night,#N/A,905,
12/3/21 16:14,J_ust,will be happy,#N/A,198924,
12/3/21 16:18,J_ust,Way Back Home,#N/A,210613,
12/3/21 16:22,J_ust,How's your night,#N/A,263453,
12/3/21 16:26,J_ust,I want to be a pillow,#N/A,223200,
12/3/21 16:30,J_ust,Soft,#N/A,237110,
12/3/21 16:34,J_ust,will be happy,#N/A,237106,
12/3/21 16:38,J_ust,I wanna go out,#N/A,245533,
12/3/21 16:41,J_ust,That kind of love (Feat. Ahin of MOMOLAND),#N/A,212819,
12/3/21 16:42,J_ust,You,#N/A,48252,
12/3/21 16:46,Troye Sivan,Strawberries & Cigarettes,mm3,201538,
12/3/21 16:46,Regard,You,#N/A,2622,
12/3/21 16:49,Troye Sivan,Angel Baby,#N/A,220779,
12/3/21 17:22,Troye Sivan,YOUTH,#N/A,56035,
12/3/21 17:24,GIRIBOY,Let's Not Love Each Other,mm2,113777,
12/3/21 18:09,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/3/21 18:09,OuiOui,Thinkin' bout you,#N/A,15449,
12/3/21 18:13,Tiësto,Secrets,mm3,218685,
12/3/21 18:15,Tiësto,The Business,mm2,146959,
12/3/21 18:18,Lil Ghost小鬼,Good Night,#N/A,173429,
12/3/21 18:21,YAØ,Love & City Lights,mm2,139087,
12/3/21 18:21,WONWOO,Bittersweet (feat. LeeHi),mm3,2182,
12/3/21 18:24,余佳运,最好的都给你,mm3,211371,
12/3/21 18:27,KIM JAE HWAN,Vacance in September,mm2,170318,
12/3/21 18:31,余佳运,最好的都给你,mm3,214296,
12/3/21 18:34,余佳运,最好的都给你,mm3,182114,
12/3/21 21:01,余佳运,最好的都给你,mm3,294000,
12/3/21 21:05,Tiësto,Secrets,mm3,250946,
12/3/21 21:08,slchld,say what's on your mind,mm1,173740,
12/3/21 21:09,salem ilese,Mad at Disney,mm3,63602,
12/3/21 21:14,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,246201,
12/3/21 21:18,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/3/21 21:18,OuiOui,Thinkin' bout you,#N/A,29381,
12/3/21 21:21,Troye Sivan,Strawberries & Cigarettes,mm3,201538,
12/3/21 21:22,Regard,You,#N/A,4874,
12/3/21 21:25,Troye Sivan,Angel Baby,#N/A,220779,
12/3/21 21:25,Troye Sivan,Strawberries & Cigarettes,mm3,1857,
12/3/21 21:29,Troye Sivan,Angel Baby,#N/A,220779,
12/3/21 21:29,Troye Sivan,YOUTH,#N/A,4975,
12/3/21 21:32,Lauv,i'm so tired...,#N/A,162586,
12/3/21 21:34,Troye Sivan,Angel Baby,#N/A,30591,
12/3/21 22:41,GIRIBOY,Let's Not Love Each Other,mm2,188011,
12/3/21 22:45,GIRIBOY,Let's Not Love Each Other,mm2,191703,
12/3/21 22:47,Seo actor,Eternal Sunshine,mm1,125736,
12/3/21 22:47,Smoove'L,Apollo,#N/A,5015,
12/3/21 22:49,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,122717,
12/3/21 22:51,Bruno Mars,Leave The Door Open - Live,#N/A,146912,
12/3/21 22:55,Hyolyn,Good bye 안녕,mm1,199691,
12/3/21 22:58,Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,#N/A,206053,
12/3/21 23:02,Wildberry,Polaroid,mm1,216874,
12/3/21 23:05,Emilee,i love you baby,madeline is fucking fabulous,186874,
12/3/21 23:08,Hugo Doche,Catch My Breath,#N/A,1277,
12/3/21 23:08,GIRIBOY,Just Kidding (Prod. by Zion.T),#N/A,163445,
12/3/21 23:09,FISHER,You Little Beauty,#N/A,72817,
12/4/21 0:17,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/4/21 0:17,OuiOui,Thinkin' bout you,#N/A,13058,
12/4/21 0:20,Steve Aoki,Azukita,#N/A,168785,
12/4/21 0:22,Whethan,So Good (feat. bülow),#N/A,2275,
12/4/21 0:22,Dawin,Dessert,#N/A,115403,
12/4/21 0:24,Tiësto,Don't Be Shy,#N/A,140500,
12/4/21 0:27,Queen Wei,聽見下雨的聲音,mm2,11935,
12/4/21 0:27,Tiësto,The Business,mm2,162972,
12/4/21 0:30,Tiësto,Secrets,mm3,163956,
12/4/21 0:33,Bruno Mars,Leave The Door Open - Live,#N/A,158058,
12/4/21 0:34,Rich Brian,Rapapapa (feat. RZA),#N/A,1207,
12/4/21 0:34,Billie Eilish,bad guy (with Justin Bieber),mm2,113568,
12/4/21 0:37,BLACKPINK,How You Like That,#N/A,182956,
12/4/21 0:40,BLACKPINK,PLAYING WITH FIRE,#N/A,158295,
12/4/21 0:40,Future,Drankin N Smokin,#N/A,3552,
12/4/21 0:43,Rich Brian,Love In My Pocket,#N/A,161726,
12/4/21 0:45,Ariana Grande,"thank u, next",#N/A,154900,
12/4/21 0:49,Billie Eilish,Therefore I Am,madeline is fucking fabulous,14703,
12/4/21 0:49,Dua Lipa,Levitating (feat. DaBaby),madeline is fucking fabulous,203064,
12/4/21 0:52,Eminem,The Monster,#N/A,190310,
12/4/21 0:52,譚松韻,Like a Breeze (電視劇《以家人之名》插曲),#N/A,719,
12/4/21 0:55,K.Will,You don’t know love,#N/A,145937,
12/4/21 0:58,AGA,Wonderful U,#N/A,180256,
12/4/21 1:01,Hui,Maybe,#N/A,174428,
12/4/21 1:02,周彥辰,你的男友(影視劇《我才不要和你做朋友呢》戀愛主題曲),#N/A,60813,
12/4/21 1:05,Kim Greem,Sleep,madeline is fucking fabulous,1416,
12/4/21 1:05,Elva Hsiao,最熟悉的陌生人,#N/A,222725,
12/4/21 1:05,JI JIN SEOK,Good Night,#N/A,1648,
12/4/21 1:06,Zion.T,Kiss Me,#N/A,9822,
12/4/21 1:09,offonoff,bath,mm1,209024,
12/4/21 1:40,7Princess,Happy Christmas,mm2,229053,
12/4/21 1:44,7Princess,Happy Christmas,mm2,229053,
12/4/21 1:48,7Princess,Happy Christmas,mm2,229053,
12/4/21 1:51,7Princess,Happy Christmas,mm2,229053,
12/4/21 1:55,7Princess,Happy Christmas,mm2,229053,
12/4/21 1:59,7Princess,Happy Christmas,mm2,224564,
12/4/21 2:03,7Princess,Mom's tree,#N/A,258373,
12/4/21 2:07,7Princess,First love,#N/A,204493,
12/4/21 2:10,7Princess,Hahahoho,#N/A,203706,
12/4/21 2:13,7Princess,A trip alone,#N/A,203271,
12/4/21 2:16,7Princess,Confession Day,#N/A,156863,
12/4/21 2:20,7Princess,Come visit me,#N/A,216893,
12/4/21 2:23,7Princess,Love Plus,#N/A,213813,
12/4/21 2:26,7Princess,Family,#N/A,179013,
12/4/21 2:28,7Princess,Congratulations,#N/A,131573,
12/4/21 2:31,7Princess,Dear person,#N/A,162996,
12/4/21 2:57,7Princess,First love,#N/A,204493,
12/4/21 3:02,7Princess,Mom's tree,#N/A,258373,
12/4/21 3:05,7Princess,Happy Christmas,mm2,229053,
12/4/21 3:06,WONHO,WHITE MIRACLE,mm3,12893,
12/4/21 3:10,Sarah Connor,Christmas In My Heart,mm2,288440,
12/4/21 3:11,Sarah Connor,Christmas In My Heart,mm2,45264,
12/4/21 3:15,7Princess,Happy Christmas,mm2,229053,
12/4/21 3:18,WONHO,WHITE MIRACLE,mm3,167089,
12/4/21 3:22,GIRIBOY,Let's Not Love Each Other,mm2,242999,
12/4/21 3:54,OuiOui,Thinkin' bout you,#N/A,19560,
12/4/21 3:58,YAØ,Love & City Lights,mm2,2338,
12/4/21 3:58,YAØ,Love & City Lights,mm2,184941,
